concept	Code	Source	Description	QW	RTL	NS	LL	Votes	Concensus	Comment	agreement	Concept
Myocardial_infarction	I21B	ICD10	Myocardial infarction with coronary microvascular dysfunction	0	0	0	1	1	1		0.25	Myocardial infarction
Myocardial_infarction	I22	ICD10	Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I220	ICD10	Subsequent ST elevation (STEMI) myocardial infarction of anterior wall	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I221	ICD10	Subsequent ST elevation (STEMI) myocardial infarction of inferior wall	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I222	ICD10	Subsequent non-ST elevation (NSTEMI) myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I228	ICD10	Subsequent ST elevation (STEMI) myocardial infarction of other sites	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I229	ICD10	Subsequent ST elevation (STEMI) myocardial infarction of unspecified site	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I23	ICD10	Certain current complications following ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction (within the 28 day period)	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I230	ICD10	Hemopericardium as current complication following acute myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I231	ICD10	Atrial septal defect as current complication following acute myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I232	ICD10	Ventricular septal defect as current complication following acute myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I233	ICD10	Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I234	ICD10	Rupture of chordae tendineae as current complication following acute myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I235	ICD10	Rupture of papillary muscle as current complication following acute myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I236	ICD10	Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I238	ICD10	Other current complications following acute myocardial infarction	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I241	ICD10	Dressler's syndrome	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	I252	ICD10	Old myocardial infarction	1	1	1	0	3	1		0.75	Myocardial infarction
Myocardial_infarction	41000	ICD9	Acute myocardial infarction of anterolateral wall, episode of care unspecified	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41001	ICD9	Acute myocardial infarction of anterolateral wall, initial episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41002	ICD9	Acute myocardial infarction of anterolateral wall, subsequent episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41010	ICD9	Acute myocardial infarction of other anterior wall, episode of care unspecified	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41011	ICD9	Acute myocardial infarction of other anterior wall, initial episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41012	ICD9	Acute myocardial infarction of other anterior wall, subsequent episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41020	ICD9	Acute myocardial infarction of inferolateral wall, episode of care unspecified	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41021	ICD9	Acute myocardial infarction of inferolateral wall, initial episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41022	ICD9	Acute myocardial infarction of inferolateral wall, subsequent episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41030	ICD9	Acute myocardial infarction of inferoposterior wall, episode of care unspecified	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41031	ICD9	Acute myocardial infarction of inferoposterior wall, initial episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41032	ICD9	Acute myocardial infarction of inferoposterior wall, subsequent episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41040	ICD9	Acute myocardial infarction of other inferior wall, episode of care unspecified	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41041	ICD9	Acute myocardial infarction of other inferior wall, initial episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41042	ICD9	Acute myocardial infarction of other inferior wall, subsequent episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41050	ICD9	Acute myocardial infarction of other lateral wall, episode of care unspecified	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41051	ICD9	Acute myocardial infarction of other lateral wall, initial episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41052	ICD9	Acute myocardial infarction of other lateral wall, subsequent episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41080	ICD9	Acute myocardial infarction of other specified sites, episode of care unspecified	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41081	ICD9	Acute myocardial infarction of other specified sites, initial episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41082	ICD9	Acute myocardial infarction of other specified sites, subsequent episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41090	ICD9	Acute myocardial infarction of unspecified site, episode of care unspecified	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41091	ICD9	Acute myocardial infarction of unspecified site, initial episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	41092	ICD9	Acute myocardial infarction of unspecified site, subsequent episode of care	1	1	1	1	4	1		1	Myocardial infarction
Myocardial_infarction	4110	ICD9	Postmyocardial infarction syndrome	1	0	0	1	2	1		0.5	Myocardial infarction
Myocardial_infarction	412	ICD9	Old myocardial infarction	1	1	1	0	3	1		0.75	Myocardial infarction
Myocardial_infarction	42979	ICD9	Certain sequelae of myocardial infarction, not elsewhere classified, other	1	1	1	0	3	1		0.75	Myocardial infarction
Coronary_artery_bypass_grafting	K40	OPCS4	Saphenous vein graft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K401	OPCS4	Saphenous vein graft replacement of one coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K402	OPCS4	Saphenous vein graft replacement of two coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K403	OPCS4	Saphenous vein graft replacement of three coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K404	OPCS4	Saphenous vein graft replacement of four or more coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K408	OPCS4	Other specified saphenous vein graft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K409	OPCS4	Unspecified saphenous vein graft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K41	OPCS4	Other autograft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K411	OPCS4	Autograft replacement of one coronary artery NEC	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K412	OPCS4	Autograft replacement of two coronary arteries NEC	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K413	OPCS4	Autograft replacement of three coronary arteries NEC	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K414	OPCS4	Autograft replacement of four or more coronary arteries NEC	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K418	OPCS4	Other specified other autograft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K419	OPCS4	Unspecified other autograft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K42	OPCS4	Allograft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K421	OPCS4	Allograft replacement of one coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K422	OPCS4	Allograft replacement of two coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K423	OPCS4	Allograft replacement of three coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K424	OPCS4	Allograft replacement of four or more coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K428	OPCS4	Other specified allograft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K429	OPCS4	Unspecified allograft replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K43	OPCS4	Prosthetic replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K431	OPCS4	Prosthetic replacement of one coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K432	OPCS4	Prosthetic replacement of two coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K433	OPCS4	Prosthetic replacement of three coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K434	OPCS4	Prosthetic replacement of four or more coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K438	OPCS4	Other specified prosthetic replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K439	OPCS4	Unspecified prosthetic replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K44	OPCS4	Other replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K441	OPCS4	Replacement of coronary arteries using multiple methods	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K442	OPCS4	Revision of replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K448	OPCS4	Other specified other replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K449	OPCS4	Unspecified other replacement of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K45	OPCS4	Connection of thoracic artery to coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K451	OPCS4	Double anastomosis of mammary arteries to coronary arteries	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K452	OPCS4	Double anastomosis of thoracic arteries to coronary arteries NEC	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K453	OPCS4	Anastomosis of mammary artery to left anterior descending coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K454	OPCS4	Anastomosis of mammary artery to coronary artery NEC	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K455	OPCS4	Anastomosis of thoracic artery to coronary artery NEC	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K456	OPCS4	Revision of connection of thoracic artery to coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K458	OPCS4	Other specified connection of thoracic artery to coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K459	OPCS4	Unspecified connection of thoracic artery to coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K46	OPCS4	Other bypass of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K461	OPCS4	Double implantation of mammary arteries into heart	1	1	1	1	4	1	RTL consensus proposal	1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K462	OPCS4	Double implantation of thoracic arteries into heart NEC	1	1	1	1	4	1	RTL consensus proposal	1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K463	OPCS4	Implantation of mammary artery into heart NEC	1	1	1	1	4	1	RTL consensus proposal	1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K464	OPCS4	Implantation of thoracic artery into heart NEC	1	1	1	1	4	1	RTL consensus proposal	1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K465	OPCS4	Revision of implantation of thoracic artery into heart	1	1	1	1	4	1	RTL consensus proposal	1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K468	OPCS4	Other specified other bypass of coronary artery	0	1	1	1	3	1		0.75	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	K469	OPCS4	Unspecified other bypass of coronary artery	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33510	CPT4	Coronary artery bypass, vein only; single coronary venous graft	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33511	CPT4	Coronary artery bypass, vein only; 2 coronary venous grafts	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33512	CPT4	Coronary artery bypass, vein only; 3 coronary venous grafts	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33513	CPT4	Coronary artery bypass, vein only; 4 coronary venous grafts	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33514	CPT4	Coronary artery bypass, vein only; 5 coronary venous grafts	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33516	CPT4	Coronary artery bypass, vein only; 6 or more coronary venous grafts	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	35600	CPT4	Harvest of upper extremity artery, 1 segment, for coronary artery bypass procedure, open	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33533	CPT4	Coronary artery bypass, using arterial graft(s); single arterial graft	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33534	CPT4	Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33535	CPT4	Coronary artery bypass, using arterial graft(s); 3 coronary arterial grafts	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33536	CPT4	Coronary artery bypass, using arterial graft(s);  4 or more coronary arterial grafts	1	1	1	1	4	1		1	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	1006199	CPT4	Venous Grafting Only for Coronary Artery Bypass | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	1006200	CPT4	Coronary artery bypass, vein only | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	1006208	CPT4	Coronary artery bypass, using venous graft(s) and arterial graft(s) | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	1006216	CPT4	Arterial Grafting for Coronary Artery Bypass | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	1006217	CPT4	Coronary artery bypass, using arterial graft(s) | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	4110F	CPT4	Internal mammary artery graft performed for primary, isolated coronary artery bypass graft procedure (CABG) | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33523	CPT4	Coronary artery bypass using vein or artery graft, 6 or more grafts	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33522	CPT4	Coronary artery bypass using vein or artery graft, 5 grafts	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33521	CPT4	Coronary artery bypass using vein or artery graft, 4 grafts	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33519	CPT4	Coronary artery bypass using vein or artery graft, 3 grafts	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33518	CPT4	Coronary artery bypass using vein or artery graft, 2 grafts	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	33517	CPT4	Coronary artery bypass using vein or artery graft, 1 graft	1	1	0	0	2	1		0.5	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	3617	ICD9_procedures	Abdominal-coronary artery bypass	0	0	1	0	1	1		0.25	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	3616	ICD9_procedures	Double internal mammary-coronary artery bypass	0	0	1	0	1	1		0.25	Coronary artery bypass grafting
Coronary_artery_bypass_grafting	3615	ICD9_procedures	Single internal mammary-coronary artery bypass	0	0	1	0	1	1		0.25	Coronary artery bypass grafting
